"KOD";"AUTORI";"TITUL";"MISTO";"CASOP";"ROCNIK";"ROK";"STR"
"LT/ÚŠTÌK     /    /605";;"BZO 1982-83,191";;;;;
"CH/ÚBOÈÍ     /    /817";;"BZO 1982-83,190";;;;;
"LN/TØESKONICE/    /708";;"BZO 1982-83,187";;;;;
"BE/TETÍN     /    /292";;"BZO 1982-83,181(Sl.Vencl)";;;;;
"BE/TETÍN     /    /272";;"BZO 1982-83,181";;;;;
"RA/MŠECKÉ EH/    /781";;"BZO 1982-83,180n.";;;;;
"CV/RADONICE  /    /233";;"BZO 1982-83,155";;;;;
"RO/BØEZINA   /    /908";;"BZO 1982-83,15";;;;;
"TP/PROSETICE /    /948";;"BZO 1982-83,149";;;;;
"P9/PRAHA - HO/    /571";;"BZO 1982-83,147 (Zadak J.)";;;;;
"P5/PRAHA - JI/    /057";;"BZO 1982-83,144";;;;;
"LT/BROZANY   /    /914";;"BZO 1982-83,14(V.Salac)";;;;;
"ST/NOVÁ VES  /    /222";;"BZO 1982-83,116;";;;;;
"MO/MARIÁNSKÉ /    /138";;"BZO 1982-83, str.99-100";;;;;
"CV/LUICE    /    /117";;"BZO 1982-83, str.97";;;;;
"LN/LIŠANY    /    /426";;"BZO 1982-83, str.88-89";;;;;
"CV/LIBÌDICE  /    /161";;"BZO 1982-83, str.84";;;;;
"CV/LIBÌDICE  /    /162";;"BZO 1982-83, str.84";;;;;
"CV/LIBÌDICE  /    /163";;"BZO 1982-83, str.84";;;;;
"CV/LIBÌDICE  /    /164";;"BZO 1982-83, str.84";;;;;
"CK/KØENOV    /    /844";;"BZO 1982-83, str.77";;;;;
"ST/KØEPICE   /    /153";;"BZO 1982-83, str.70";;;;;
"MO/BEÈOV     /    /898";;"BZO 1982-83, str.7";;;;;
"TA/BEÈICE    /    /376";;"BZO 1982-83, str.7";;;;;
"LN/KRÁSNİ DVÙ/    /309";;"BZO 1982-83, str.68";;;;;
"LN/KRÁSNİ DVÙ/    /331";;"BZO 1982-83, str.68";;;;;
"LN/KRÁSNİ DVÙ/    /332";;"BZO 1982-83, str.68";;;;;
"LN/KRÁSNİ DVÙ/    /333";;"BZO 1982-83, str.68";;;;;
"LN/KRÁSNİ DVÙ/    /334";;"BZO 1982-83, str.68";;;;;
"LN/KRÁSNİ DVÙ/    /335";;"BZO 1982-83, str.68";;;;;
"HK/DOBØENICE /    /002";;"BZO 1982-83, str.65";;;;;
"LN/KLIÈÍN    /    /276";;"BZO 1982-83, str.59";;;;;
"ST/KATOVICE  /    /129";;"BZO 1982-83, str.57";;;;;
"PZ/JÍLOVÉ    /    /506";;"BZO 1982-83, str.55";;;;;
"LN/JABLONEC  /    /266";;"BZO 1982-83, str.52";;;;;
"PZ/CHİNOV    /    /500";;"BZO 1982-83, str.51";;;;;
"LN/KRÁSNİ DVÙ/    /312";;"BZO 1982-83, str.46";;;;;
"LN/KRÁSNİ DVÙ/    /325";;"BZO 1982-83, str.46";;;;;
"LN/KRÁSNİ DVÙ/    /327";;"BZO 1982-83, str.46";;;;;
"LN/KRÁSNİ DVÙ/    /328";;"BZO 1982-83, str.46";;;;;
"LN/KRÁSNİ DVÙ/    /329";;"BZO 1982-83, str.46";;;;;
"KV/CHLUM     /    /893";;"BZO 1982-83, str.45";;;;;
"MO/CHANOV    /    /006";;"BZO 1982-83, str.44";;;;;
"PT/HRBOV     /    /899";;"BZO 1982-83, str.42";;;;;
"PZ/HOSTIVICE /    /482";;"BZO 1982-83, str.40";;;;;
"KH/HOØANY    /    /990";;"BZO 1982-83, str.39";;;;;
"CL/HOLANY    /    /907";;"BZO 1982-83, str.35";;;;;
"CL/HOLANY    /    /918";;"BZO 1982-83, str.35";;;;;
"LN/HLUBANY   /    /218";;"BZO 1982-83, str.34";;;;;
"JC/BØÍŠANY  /    /514";;"BZO 1982-83, str.33";;;;;
"CV/DROUKOVIC/    /080";;"BZO 1982-83, str.32";;;;;
"NA/NEZNÁŠOV  /    /452";;"BZO 1982-83, str.284";;;;;
"HK/LOCHENICE /    /164";;"BZO 1982-83, str.233";;;;;
"HK/LOCHENICE /    /165";;"BZO 1982-83, str.233";;;;;
"HK/LOCHENICE /    /166";;"BZO 1982-83, str.233";;;;;
"PA/LOHENICE  /    /529";;"BZO 1982-83, str.232";;;;;
"LN/ATEC     /    /829";;"BZO 1982-83, str.210";;;;;
"LN/ABOKLIKY /    /796";;"BZO 1982-83, str.209";;;;;
"LN/ABOKLIKY /    /797";;"BZO 1982-83, str.209";;;;;
"LN/KRÁSNİ DVÙ/    /323";;"BZO 1982-83, str.208";;;;;
"LN/KRÁSNİ DVÙ/    /320";;"BZO 1982-83, str.204";;;;;
"LN/KRÁSNİ DVÙ/    /326";;"BZO 1982-83, str.204";;;;;
"MO/VTELNO    /    /301";;"BZO 1982-83, str.203";;;;;
"CV/VŠESTUDY  /    /405";;"BZO 1982-83, str.202-203";;;;;
"CV/BÍLENCE   /    /032";;"BZO 1982-83, str.201";;;;;
"PB/VOLTİØOV  /    /068";;"BZO 1982-83, str.201";;;;;
"NB/VLKOV POD /    /838";;"BZO 1982-83, str.200";;;;;
"CV/VELIKÁ VES/    /331";;"BZO 1982-83, str.198";;;;;
"CV/VINAØE    /    /380";;"BZO 1982-83, str.197";;;;;
"CV/VINAØE    /    /381";;"BZO 1982-83, str.197";;;;;
"CV/VINAØE    /    /382";;"BZO 1982-83, str.197";;;;;
"CV/VINAØE    /    /383";;"BZO 1982-83, str.197";;;;;
"CV/VINAØE    /    /385";;"BZO 1982-83, str.197";;;;;
"CV/VILÉMOV   /    /375";;"BZO 1982-83, str.196-197";;;;;
"CV/VILÉMOV   /    /369";;"BZO 1982-83, str.196";;;;;
"CV/VILÉMOV   /    /372";;"BZO 1982-83, str.196";;;;;
"CV/VILÉMOV   /    /373";;"BZO 1982-83, str.196";;;;;
"CV/VILÉMOV   /    /374";;"BZO 1982-83, str.196";;;;;
"CV/VELIKÁ VES/    /342";;"BZO 1982-83, str.193";;;;;
"LN/VELEMYŠLEV/    /746";;"BZO 1982-83, str.192";;;;;
"LN/TØESKONICE/    /709";;"BZO 1982-83, str.187";;;;;
"NB/TØEBESTOVI/    /814";;"BZO 1982-83, str.185";;;;;
"NB/TØEBESTOVI/    /815";;"BZO 1982-83, str.185";;;;;
"NB/TØEBESTOVI/    /816";;"BZO 1982-83, str.185";;;;;
"NB/TØEBESTOVI/    /817";;"BZO 1982-83, str.185";;;;;
"CV/VELIKÁ VES/    /328";;"BZO 1982-83, str.177";;;;;
"CV/VELIKÁ VES/    /343";;"BZO 1982-83, str.176-177";;;;;
"CL/STVOLÍNKY /    /993";;"BZO 1982-83, str.174";;;;;
"CV/STRUPÈICE /    /267";;"BZO 1982-83, str.173";;;;;
"CV/STRUPÈICE /    /269";;"BZO 1982-83, str.173";;;;;
"KV/SOVOLUSKY /    /955";;"BZO 1982-83, str.170";;;;;
"LN/STAÒKOVICE/    /656";;"BZO 1982-83, str.170";;;;;
"LN/BUŠKOVICE /    /138";;"BZO 1982-83, str.17";;;;;
"LN/BUŠKOVICE /    /139";;"BZO 1982-83, str.17";;;;;
"LN/BUŠKOVICE /    /140";;"BZO 1982-83, str.17";;;;;
"LN/BUŠKOVICE /    /141";;"BZO 1982-83, str.17";;;;;
"CV/SOBÌSUKY  /    /248";;"BZO 1982-83, str.169";;;;;
"CV/SOBÌSUKY  /    /250";;"BZO 1982-83, str.169";;;;;
"MO/SKRŠÍN    /    /238";;"BZO 1982-83, str.167";;;;;
"LN/SEDÈICE   /    /613";;"BZO 1982-83, str.163";;;;;
"PZ/HOØELICE  /    /470";;"BZO 1982-83, str.161";;;;;
"KH/ROHOZEC   /    /139";;"BZO 1982-83, str.158";;;;;
"KH/ROHOZEC   /    /140";;"BZO 1982-83, str.158";;;;;
"ST/RADOMYŠL  /    /257";;"BZO 1982-83, str.154";;;;;
"LN/PŠOV      /    /591";;"BZO 1982-83, str.153";;;;;
"CV/BØEZNO    /    /046";;"BZO 1982-83, str.15";;;;;
"LN/POSTOLOPRT/    /580";;"BZO 1982-83, str.135";;;;;
"NB/POØÍÈANY  /    /668";;"BZO 1982-83, str.134";;;;;
"NB/POØÍÈANY  /    /671";;"BZO 1982-83, str.134";;;;;
"NB/POØÍÈANY  /    /672";;"BZO 1982-83, str.134";;;;;
"CV/VELIKÁ VES/    /329";;"BZO 1982-83, str.131";;;;;
"CV/VELIKÁ VES/    /330";;"BZO 1982-83, str.131";;;;;
"CV/VELIKÁ VES/    /338";;"BZO 1982-83, str.131";;;;;
"LN/PODBOØANY /    /550";;"BZO 1982-83, str.130";;;;;
"LN/PODBOØANY /    /551";;"BZO 1982-83, str.130";;;;;
"CV/PÌTIPSY   /    /198";;"BZO 1982-83, str.125";;;;;
"CV/PÌTIPSY   /    /200";;"BZO 1982-83, str.125";;;;;
"CV/PÌTIPSY   /    /201";;"BZO 1982-83, str.125";;;;;
"CV/PÌTIPSY   /    /199";;"BZO 1982-83, str.124";;;;;
"CV/PÌTIPSY   /    /203";;"BZO 1982-83, str.124";;;;;
"CV/PÌTIPSY   /    /204";;"BZO 1982-83, str.124";;;;;
"CL/HOLANY    /    /919";;"BZO 1982-83, str.122";;;;;
"HK/CHLUM     /    /713";;"BZO 1982-83, str.121, Vávra.";;;;;
"HK/CHLUM     /    /714";;"BZO 1982-83, str.121, Vávra.";;;;;
"CV/OKOØÍN    /    /187";;"BZO 1982-83, str.121";;;;;
"CV/OKOØÍN    /    /188";;"BZO 1982-83, str.121";;;;;
"LN/KNÌICE   /    /289";;"BZO 1982-83, str.121";;;;;
"MO/ODOLICE   /    /205";;"BZO 1982-83, str.120";;;;;
"PB/OBORY     /    /015";;"BZO 1982-83, str.119-120";;;;;
"CV/VELIKÁ VES/    /326";;"BZO 1982-83, str.117";;;;;
"CV/VELIKÁ VES/    /327";;"BZO 1982-83, str.117";;;;;
"CV/VELIKÁ VES/    /340";;"BZO 1982-83, str.117";;;;;
"CV/VELIKÁ VES/    /341";;"BZO 1982-83, str.117";;;;;
"NA/HUSTÍØANY /    /992";;"BZO 1982-83, str.116.Vokolek,Boèek";;;;;
"ST/NIŠOVICE  /    /220";;"BZO 1982-83, str.115";;;;;
"HK/HRADEC KRÁ/    /402";;"BZO 1982-83, str.110, Sigl.";;;;;
"MO/MOST      /    /189";;"BZO 1982-83, str.107";;;;;
"MO/MOST      /    /190";;"BZO 1982-83, str.107";;;;;
"MO/MOST      /    /191";;"BZO 1982-83, str.106-107";;;;;
"NA/HOØENICE  /    /951";;"BZO 1982-83, str.104. Vokolek";;;;;
"NB/MILÈICE   /    /491";;"BZO 1982-83, str.101";;;;;
"CV/VILÉMOV   /    /370";;"BZO 1982-83, str.10";;;;;
"CV/VILÉMOV   /    /371";;"BZO 1982-83, str.10";;;;;
"NA/SVINIŠANY/    /692";;"BZO 1982-83, 439";;;;;
"NA/ÈÁSLAVKY  /    /732";;"BZO 1982-83, 38a";;;;;
"NA/ÈÁSLAVKY  /    /731";;"BZO 1982-83, 38";;;;;
"HK/LOCHENICE /    /178";;"BZO 1982-83, 233ch - M.Vávra";;;;;
"HK/LOCHENICE /    /179";;"BZO 1982-83, 233h - M.Vávra";;;;;
"HK/LOCHENICE /    /180";;"BZO 1982-83, 233g - M.Vávra";;;;;
"HK/LOCHENICE /    /181";;"BZO 1982-83, 233f - M.Vávra";;;;;
"NA/LHOTA U NA/    /325";;"BZO 1982-83, 208";;;;;
"JC/JEØICE    /    /082";;"BZO 1982-83, 146";;;;;
"JC/JEØICE    /    /088";;"BZO 1982-83, 146";;;;;
"JC/JEØICE    /    /089";;"BZO 1982-83, 146";;;;;
"JC/JEØICE    /    /090";;"BZO 1982-83, 146";;;;;
"PS/LHOTKA    /    /812";;"BZO 1982-83(1985),82";;;;;
"PS/KRSY      /    /805";;"BZO 1982-83(1985),69";;;;;
"PS/POLÍNKA   /    /838";;"BZO 1982-83(1985),64";;;;;
"KL/SLANİ     /    /594";;"BZO 1982-83(1985),168";;;;;
"P8/PRAHA - ÈI/    /436";;"BZO 1982-83(1985),147";;;;;
"P9/PRAHA - HO/    /580";;"BZO 1982-83(1985),147";;;;;
"P9/PRAHA - HO/    /583";;"BZO 1982-83(1985),147";;;;;
"TC/DLOUHÉ HRA/    /509";;"BZO 1982-83(1985), str.27n";;;;;
"KH/KUTNÁ HORA/    /043";;"BZO 1982-83 (1985),74n.";;;;;
"PS/ONDØEJOV  /    /817";;"BZO 1982-83 (1985),121";;;;;
"PS/ONDØEJOV  /    /818";;"BZO 1982-83 (1985),121";;;;;
"NB/KOUNICE   /    /415";;"BZO 1982-83 (1985), str.64";;;;;
"TC/DLOUHÉ HRA/    /510";;"BZO 1982-83 (1985), str,27n";;;;"1985";
"NA/DOLANY    /    /864";;"BZO 1982-83 - 67. Vokolek, Boèek";;;;"1985";
"RK/KOSTELEC N/    /862";;"BZO 1982-83 - 168,J.Sigl";;;;"1985";
"BE/BROUMY    /1987/935";;"BZO 1982-83";;;;;
"CB/KNÍN      /1983/218";;"BZO 1982-83";;;;;"61"
"CB/KØTÌNOV   /1985/803";;"BZO 1982-83";;;;;"73"
"CB/TEMELINEC /1983/108";;"BZO 1982-83";;;;"1985";"180-181"
"CB/VLHLAVY   /1980/051";;"BZO 1982-83";;;;"1985";"200"
"CB/ZLIV      /1982/010";;"BZO 1982-83";;;;"1985";"208"
"CB/IMUTICE  /1982/929";;"BZO 1982-83";;;;"1985";"211"
"CR/KOSTELEC U/1986/701";;"BZO 1982-83";;;;"1985";"64"
"CR/KOSTELEC U/1986/815";;"BZO 1982-83";;;;"1985";"64"
"CV/SOBÌSUKY  /    /252";;"BZO 1982-83";;;;;
"JC/LIBÁÒ     /1994/219";;"BZO 1982-83";;;;"1985";
"JC/LIBÁÒ     /1994/226";;"BZO 1982-83";;;;;"83"
"JC/LUANY    /1994/217";;"BZO 1982-83";;;;"1985";"97"
"JC/MILOVICE  /1996/315";;"BZO 1982-83";;;;"1985";"103"
"JC/ROVEÒ     /1980/038";;"BZO 1982-83";;;;"1985";
"JH/JINDØICHÙV/1986/600";;"BZO 1982-83";;;;"1985";
"JH/JINDØICHÙV/1987/642";;"BZO 1982-83";;;;"1985";
"KL/MAKOTØASY /1985/658";;"BZO 1982-83";;;;;"98"
"LT/LIBOCHOVAN/1986/122";;"BZO 1982-83";;;;"1985";
"ME/MÌLNÍK    /1983/934";;"BZO 1982-83";;;;"1985";"100-101"
"NB/POØÍÈANY  /1986/838";;"BZO 1982-83";;;;"1985";"134"
"P1/PRAHA - HR/1985/106";;"BZO 1982-83";;;;;"139"
"P1/PRAHA - HR/1987/322";;"BZO 1982-83";;;;"1985";
"P9/PRAHA - HO/1983/247";;"BZO 1982-83";;;;;"147"
"PT/DVORY     /1986/810";;"BZO 1982-83";;;;;"78"
"PZ/CHİNOV    /1987/656";;"BZO 1982-83";;;;;"51"
"RA/KØIVOKLÁT /1986/333";;"BZO 1982-83";;;;"1982";
"TA/SEZIMOVO Ú/1986/133";;"BZO 1982-83";;;;;"166-167"
"TA/SEZIMOVO Ú/1987/531";;"BZO 1982-83";;;;"1985";"166-167"
"TU/MLADÉ BUKY/1982/213";;"BZO 1982-83";;;;;"104-105"
"TU/MLADÉ BUKY/1982/301";;"BZO 1982-83";;;;;"104-105"
"TU/MLADÉ BUKY/1982/313";;"BZO 1982-83";;;;;"104-105"
"NB/KOUNICE   /    /421";;"BZO 1982-3c.17la,64";;;;;
"KL/MAKOTØASY /    /499";;"BZO 1982-3,98";;;;;
"BE/LODÌNICE  /    /154";;"BZO 1982-3,90";;;;;
"BE/BEROUN    /    /027";;"BZO 1982-3,8";;;;;
"TP/JENIŠÙV ÚJ/    /838";;"BZO 1982-3,54";;;;;
"BE/CHODOUÒ   /    /080";;"BZO 1982-3,46";;;;;
"CH/CHEB      /    /686";;"BZO 1982-3,44";;;;;
"LT/VCHYNICE  /    /662";;"BZO 1982-3,195";;;;;
"KL/SLANİ     /    /605";;"BZO 1982-3,168";;;;;
"P6/PRAHA - RU/    /254";;"BZO 1982-3,145";;;;;
"PZ/CHİNICE   /    /494";;"BZO 1982-3, str.51";;;;;
"PZ/CHİNICE   /    /495";;"BZO 1982-3, str.51";;;;;
"NB/HOØANY    /    /346";;"BZO 1982-3, str.39";;;;;
"NB/HOØANY    /    /345";;"BZO 1982-3, str.38-39";;;;;
"KO/DOLANY    /    /913";;"BZO 1982-3, str.29";;;;;
"KO/IELICE  /    /668";;"BZO 1982-3, str.212";;;;;
"KH/EHUŠICE  /    /215";;"BZO 1982-3, str.211";;;;;
"KH/NOVÉ DVORY/    /115";;"BZO 1982-3, str.116";;;;;
"KL/STEHELÈEVE/    /629";;"BZO 1982-3 c.428,171-2";;;;;
"PJ/ØESANICE  /    /590";;"BZO 1982-1983,161 (M.Hus";;;;;
"PM/RADÈICE   /    /748";;"BZO 1982-1983,154 (Bastova)";;;;;
"BE/BROUMY    /    /037";;"BZO 1982-1983,14(P.Brichacek)";;;;;
"NB/POØÍÈANY  /    /659";;"BZO 1982-1983, str.133n.";;;;;
"PZ/HOLUBICE  /1985/852";;"BZO 1982-1983, è.93";;;;;"36"
"ST/KOZLOV    /1984/752";;"BZO 1982-1983, è.173";;;;;"67"
"CR/CHRUDIM   /1984/832";;"BZO 1982-1983";;;;;
"CR/CHRUDIM   /1984/914";;"BZO 1982-1983";;;;;
"CR/CHRUDIM   /1984/918";;"BZO 1982-1983";;;;;
"MO/LUICE    /1984/648";;"BZO 1982-1983";;;;;"97"
"P1/PRAHA - HR/1985/850";;"BZO 1982-1983";;;;;
"P1/PRAHA - HR/1985/855";;"BZO 1982-1983";;;;;
"P1/PRAHA - HR/1985/905";;"BZO 1982-1983";;;;;
"RA/ZBEÈNO    /1984/957";;"BZO 1982-1983";;;;;
"TC/VİŠKOV    /1985/825";;"BZO 1982-1983";;;;;
"HK/HOLOHLAVY /    /271";;"BZO 1982/83, è.91, Boèek, Kalferst.";;;;;
"MO/MARIÁNSKÉ /1982/352";;"BZO 1982/83, 99 (249)";;;;;
"HK/HOLOHLAVY /    /270";;"BZO 1982/83, 91, Boèek, Kalferst.";;;;;
"LN/LIŠANY    /1982/349";;"BZO 1982/83, 88 (225)";;;;;
"TP/LIPTICE   /1982/348";;"BZO 1982/83, 88 (224b)";;;;;
"TP/LIPTICE   /1982/349";;"BZO 1982/83, 88 (224a)";;;;;
"TP/LIPTICE   /1982/350";;"BZO 1982/83, 88 (224a)";;;;;
"TP/LIPTICE   /1982/351";;"BZO 1982/83, 88 (224a)";;;;;
"MO/LIBKOVICE /1982/347";;"BZO 1982/83, 87 (218)";;;;;
"MO/LIBKOVICE /1982/348";;"BZO 1982/83, 87 (218)";;;;;
"MO/LIBKOVICE /1983/347";;"BZO 1982/83, 87 (218)";;;;;
"CV/LIBÌDICE  /1983/348";;"BZO 1982/83, 84 (213d)";;;;;
"CV/LIBÌDICE  /1983/346";;"BZO 1982/83, 84 (213c)";;;;;
"CV/LIBÌDICE  /1983/347";;"BZO 1982/83, 84 (213b)";;;;;
"CV/LIBÌDICE  /1982/347";;"BZO 1982/83, 83 (213b)";;;;;
"CV/LIBÌDICE  /1982/347";;"BZO 1982/83, 83 (213a)";;;;;
"CV/LIBÌDICE  /1982/348";;"BZO 1982/83, 83 (213a)";;;;;
"NA/DOLSKO    /    /902";;"BZO 1982/83, 70. Sigl,J.";;;;;
"MO/BEÈOV     /1983/318";;"BZO 1982/83, 7 (3b)";;;;;
"MO/BEÈOV     /1982/318";;"BZO 1982/83, 7 (3a)";;;;;
"MO/BEÈOV     /1982/319";;"BZO 1982/83, 7 (3a)";;;;;
"LN/KRÁSNİ DVÙ/1982/345";;"BZO 1982/83, 69 (176d)";;;;;
"LN/KRÁSNİ DVÙ/1982/346";;"BZO 1982/83, 69 (176d)";;;;;
"LN/KRÁSNİ DVÙ/1983/343";;"BZO 1982/83, 69 (176d)";;;;;
"LN/KRÁSNİ DVÙ/1982/345";;"BZO 1982/83, 68 (176c)";;;;;
"LN/KRÁSNİ DVÙ/1982/347";;"BZO 1982/83, 68 (176c)";;;;;
"LN/KRÁSNİ DVÙ/1982/342";;"BZO 1982/83, 68 (176b)";;;;;
"LN/KRÁSNİ DVÙ/1982/343";;"BZO 1982/83, 68 (176a)";;;;;
"LN/KNÌICE   /1982/340";;"BZO 1982/83, 60 (160b)";;;;;
"LN/KNÌICE   /1983/340";;"BZO 1982/83, 60 (160b)";;;;;
"LN/KNÌICE   /1982/341";;"BZO 1982/83, 60 (160a)";;;;;
"TP/JENIŠÙV ÚJ/1982/337";;"BZO 1982/83, 54 (145)";;;;;
"JC/VINICE    /    /038";;"BZO 1982/83, 505. J.Kalferst.";;;;;
"TP/CHUDEØICE /1982/336";;"BZO 1982/83, 50 (135)";;;;;
"TP/CHUDEØICE /1982/336";;"BZO 1982/83, 50 (135)";;;;;
"LN/CHRAŠANY /1983/336";;"BZO 1982/83, 49 (132b)-jako pravìk";;;;;
"LN/CHRAŠANY /1982/336";;"BZO 1982/83, 49 (132a)";;;;;
"NA/ÈESKÁ SKAL/    /820";;"BZO 1982/83, 48b, Z.Lochman";;;;;
"PA/TØEBOSICE /    /376";;"BZO 1982/83, 470, J.Sigl";;;;;
"LN/CHOTÌBUDIC/1982/344";;"BZO 1982/83, 47 (126d)";;;;;
"LN/CHOTÌBUDIC/1983/335";;"BZO 1982/83, 47 (126d)";;;;;
"LN/CHOTÌBUDIC/1982/334";;"BZO 1982/83, 46 (126c)";;;;;
"LN/CHOTÌBUDIC/1982/335";;"BZO 1982/83, 46 (126c)";;;;;
"LN/CHOTÌBUDIC/1982/341";;"BZO 1982/83, 46 (126c)";;;;;
"LN/CHOTÌBUDIC/1982/342";;"BZO 1982/83, 46 (126c)";;;;;
"LN/CHOTÌBUDIC/1982/336";;"BZO 1982/83, 46 (126b)";;;;;
"LN/CHOTÌBUDIC/1982/337";;"BZO 1982/83, 46 (126b)";;;;;
"LN/CHOTÌBUDIC/1982/338";;"BZO 1982/83, 46 (126a)";;;;;
"LN/CHOTÌBUDIC/1982/339";;"BZO 1982/83, 46 (126a)";;;;;
"TP/HROBÈICE  /1982/332";;"BZO 1982/83, 42 (114)";;;;;
"TP/HROBÈICE  /1982/333";;"BZO 1982/83, 42 (114)";;;;;
"NA/ÈÁSLAVKY  /    /752";;"BZO 1982/83, 38b. -Boèek";;;;;
"HK/ROUDNICE  /    /426";;"BZO 1982/83, 389. M.Vávra";;;;;
"HK/RODOV     /    /350";;"BZO 1982/83, 386b - M.Vávra";;;;;
"HK/RODOV     /    /344";;"BZO 1982/83, 386 - M.Vávra";;;;;
"MO/HOLEŠICE  /1982/329";;"BZO 1982/83, 35 (90)";;;;;
"LN/HLUBANY   /1983/330";;"BZO 1982/83, 34 (86b)";;;;;
"LN/HLUBANY   /1983/329";;"BZO 1982/83, 34 (86a)";;;;;
"CV/DROUKOVIC/1982/327";;"BZO 1982/83, 32 (80)";;;;;
"JC/OSTROV    /    /189";;"BZO 1982/83, 308, J.Kalferst";;;;;
"MO/ÈESKÉ ZLAT/1982/324";;"BZO 1982/83, 24 (51)";;;;;
"TP/ICHOV    /1982/531";;"BZO 1982/83, 211 (554)";;;;;
"LN/ABOKLIKY /1982/525";;"BZO 1982/83, 209 (547)";;;;;
"LN/ZLOVÌDICE /1982/526";;"BZO 1982/83, 208 (544b)";;;;;
"LN/ZLOVÌDICE /1982/525";;"BZO 1982/83, 208 (544a)";;;;;
"LN/VYSOKÉ TØE/1982/523";;"BZO 1982/83, 204 (528)";;;;;
"LN/VYSOKÉ TØE/1982/524";;"BZO 1982/83, 204 (528)";;;;;
"MO/VTELNO    /1982/522";;"BZO 1982/83, 203 (525)";;;;;
"RK/LEDCE     /    /967";;"BZO 1982/83, 202, V.Vokolek";;;;;
"CV/VŠESTUDY  /1983/521";;"BZO 1982/83, 202 (524)";;;;;
"CV/ÈEJKOVICE /1982/323";;"BZO 1982/83, 20 (41)";;;;;
"CV/VITÈICE   /1982/517";;"BZO 1982/83, 198 (506)";;;;;
"CV/VITÈICE   /1982/518";;"BZO 1982/83, 198 (506)";;;;;
"CV/VITÈICE   /1983/517";;"BZO 1982/83, 198 (506)";;;;;
"CV/VINAØE    /1983/517";;"BZO 1982/83, 197 (504e)";;;;;
"CV/VINAØE    /1983/515";;"BZO 1982/83, 197 (504d)";;;;;
"CV/VINAØE    /1983/519";;"BZO 1982/83, 197 (504c)";;;;;
"CV/VINAØE    /1983/516";;"BZO 1982/83, 197 (504b)";;;;;
"CV/VINAØE    /1983/518";;"BZO 1982/83, 197 (504a)";;;;;
"CV/VILÉMOV   /1983/517";;"BZO 1982/83, 196 (503e)";;;;;
"CV/VILÉMOV   /1983/513";;"BZO 1982/83, 196 (503d)";;;;;
"CV/VILÉMOV   /1982/513";;"BZO 1982/83, 196 (503c)";;;;;
"CV/VILÉMOV   /1983/514";;"BZO 1982/83, 196 (503c)";;;;;
"CV/VILÉMOV   /1982/515";;"BZO 1982/83, 196 (503b)";;;;;
"CV/VILÉMOV   /1983/515";;"BZO 1982/83, 196 (503b)";;;;;
"CV/VILÉMOV   /1982/514";;"BZO 1982/83, 196 (503a)";;;;;
"CV/VILÉMOV   /1983/516";;"BZO 1982/83, 196 (503a)";;;;;
"CV/VELIKÁ VES/1982/459";;"BZO 1982/83, 193 (494d)";;;;;
"CV/VELIKÁ VES/1982/463";;"BZO 1982/83, 193 (494c)";;;;;
"CV/VELIKÁ VES/1982/462";;"BZO 1982/83, 193 (494b)";;;;;
"CV/VELIKÁ VES/1982/461";;"BZO 1982/83, 193 (494a)";;;;;
"LN/VELEMYŠLEV/1982/454";;"BZO 1982/83, 192 (492) ";;;;;
"LN/VELEMYŠLEV/1983/454";;"BZO 1982/83, 192 (492)";;;;;
"MO/VELEBUDICE/1982/451";;"BZO 1982/83, 192 (491)-pouze rs";;;;;
"CV/ŠIROKÉ TØE/1982/440";;"BZO 1982/83, 177 (445c)";;;;;
"CV/ŠIROKÉ TØE/1982/439";;"BZO 1982/83, 176 (445b)";;;;;
"CV/ŠIROKÉ TØE/1982/438";;"BZO 1982/83, 176 (445a)";;;;;
"CV/STRUPÈICE /1983/436";;"BZO 1982/83, 173 (431b)";;;;;
"CV/STRUPÈICE /1983/437";;"BZO 1982/83, 173 (431b)";;;;;
"CV/STRUPÈICE /1983/440";;"BZO 1982/83, 173 (431b)";;;;;
"CV/STRUPÈICE /1983/438";;"BZO 1982/83, 173 (431a)";;;;;
"CV/STRUPÈICE /1983/439";;"BZO 1982/83, 173 (431a)";;;;;
"LN/BUŠKOVICE /1983/326";;"BZO 1982/83, 17 (34e)";;;;;
"LN/BUŠKOVICE /1983/323";;"BZO 1982/83, 17 (34d)";;;;;
"LN/BUŠKOVICE /1983/324";;"BZO 1982/83, 17 (34d)";;;;;
"LN/BUŠKOVICE /1983/322";;"BZO 1982/83, 17 (34c)";;;;;
"LN/BUŠKOVICE /1983/325";;"BZO 1982/83, 17 (34b)";;;;;
"LN/SEDÈICE   /1982/429";;"BZO 1982/83, 162 (404a)";;;;;
"TP/RAZICE    /1982/428";;"BZO 1982/83, 157 (385)";;;;;
"TP/RAZICE    /1983/428";;"BZO 1982/83, 157 (385)";;;;;
"CV/RADONICE  /1982/426";;"BZO 1982/83, 154 (380b)";;;;;
"CV/RADONICE  /1982/425";;"BZO 1982/83, 154 (380a)";;;;;
"CV/RAÈETICE  /1982/423";;"BZO 1982/83, 153 (375)";;;;;
"CV/RAÈETICE  /1982/424";;"BZO 1982/83, 153 (375)";;;;;
"CV/RAÈETICE  /1982/425";;"BZO 1982/83, 153 (375)";;;;;
"CV/RAÈETICE  /1982/426";;"BZO 1982/83, 153 (375)";;;;;
